店铺id,城市,销售渠道,性别,年龄段,消费时间,产品名称,客户数量,销售金额,订单数量,产品数量,单件成本
648,西安,线下,Male,25-29,Weekday,T恤,1,59.0,1,1,49
796,深圳,线下,Female,20-24,Weekend,T恤,1,99.0,1,1,49
142,上海,线下,Male,>=60,Weekday,T恤,1,99.0,1,1,49
70,深圳,线下,Female,30-34,Weekday,裙子,2,398.0,2,2,59
168,武汉,线下,Female,25-29,Weekend,T恤,1,198.0,1,2,49
611,深圳,线下,Male,30-34,Weekend,T恤,3,277.0,3,3,49
520,杭州,线下,Female,20-24,Weekend,T恤,5,594.0,5,6,49
32,武汉,线上,Female,35-39,Weekday,T恤,3,297.0,3,3,49
98,成都,线下,Female,45-49,Weekend,短裤,1,33.0,1,1,19
420,广州,线上,Female,55-59,Weekend,T恤,1,98.0,1,1,49
336,西安,线下,Male,>=60,Weekend,牛仔裤,1,19.0,1,1,69
335,上海,线下,Female,40-44,Weekend,短裤,1,40.0,1,1,19
325,上海,线下,Female,30-34,Weekday,袜子,1,52.0,1,2,9
831,杭州,线下,Male,30-34,Weekday,T恤,1,79.0,1,1,49
46,武汉,线下,Female,40-44,Weekend,袜子,2,79.0,2,4,9
20,深圳,线下,Male,<20,Weekend,T恤,1,99.0,1,1,49
168,武汉,线下,Female,25-29,Weekend,短裤,1,39.0,1,1,19
658,深圳,线下,Female,45-49,Weekday,T恤,1,59.0,1,1,49
32,武汉,线上,Female,35-39,Weekday,牛仔裤,1,59.0,1,1,69
658,深圳,线下,Female,30-34,Weekday,配件,38,3120.0,39,44,29
480,重庆,线下,Male,25-29,Weekend,短裤,1,40.0,1,1,19
430,成都,线下,Female,20-24,Weekday,T恤,1,99.0,1,1,49
335,上海,线下,Female,25-29,Weekday,T恤,1,99.0,1,1,49
737,深圳,线下,Male,30-34,Weekday,毛衣,2,448.0,2,2,99
312,杭州,线下,Female,>=60,Weekday,运动,1,199.0,1,1,49
520,杭州,线下,Female,35-39,Weekday,配件,3,597.0,3,3,29
20,深圳,线下,Female,25-29,Weekday,牛仔裤,1,59.0,1,1,69
442,西安,线下,Female,35-39,Weekend,T恤,1,59.0,1,1,49
360,成都,线下,Female,30-34,Weekday,T恤,1,59.0,1,1,49
575,杭州,线下,Male,25-29,Weekend,当季新品,1,79.0,1,1,59
68,重庆,线上,Female,25-29,Weekend,T恤,1,59.0,1,1,49
91,武汉,线上,Female,25-29,Weekday,牛仔裤,3,547.0,3,3,69
20,深圳,线下,Male,<20,Weekday,T恤,1,55.41,1,1,49
255,杭州,线下,Female,30-34,Weekday,T恤,1,59.0,1,1,49
437,重庆,线下,Female,45-49,Weekday,短裤,2,70.48,2,2,19
430,成都,线下,Female,35-39,Weekend,T恤,1,99.0,1,1,49
248,杭州,线下,Female,20-24,Weekday,T恤,1,59.0,1,1,49
616,成都,线下,Female,30-34,Weekday,当季新品,1,57.0,1,1,59
336,西安,线下,Female,20-24,Weekday,T恤,4,426.38,4,6,49
648,西安,线下,Female,45-49,Weekday,当季新品,1,230.0,1,3,59
245,杭州,线下,Male,20-24,Weekday,T恤,1,99.0,1,1,49
575,杭州,线下,Male,>=60,Weekend,运动,2,198.0,2,2,49
323,武汉,线下,Female,30-34,Weekday,T恤,1,76.15,1,1,49
245,杭州,线下,Female,35-39,Weekend,T恤,1,99.0,1,1,49
280,深圳,线下,Male,35-39,Weekday,配件,3,256.0,3,4,29
135,上海,线下,Female,40-44,Weekday,配件,4,393.0,4,5,29
658,深圳,线下,Female,25-29,Weekend,T恤,1,79.0,1,1,49
255,杭州,线下,Female,30-34,Weekend,牛仔裤,2,98.0,2,2,69
520,杭州,线下,Female,>=60,Weekend,T恤,1,59.0,1,1,49
519,杭州,线下,Male,>=60,Weekday,牛仔裤,1,99.0,1,1,69
21,北京,线下,Male,>=60,Weekday,袜子,2,89.0,2,2,9
369,广州,线下,Male,55-59,Weekday,T恤,1,78.0,1,1,49
480,重庆,线下,Female,45-49,Weekday,T恤,1,59.0,1,1,49
21,北京,线下,Female,30-34,Weekend,配件,1,199.0,1,1,29
325,上海,线下,Female,20-24,Weekday,当季新品,1,74.0,1,1,59
802,西安,线下,Female,25-29,Weekend,T恤,1,79.0,1,1,49
442,西安,线下,Female,35-39,Weekday,T恤,4,296.0,4,4,49
19,南京,线下,Female,30-34,Weekday,配件,9,2179.72,9,11,29
280,深圳,线下,Female,35-39,Weekday,T恤,1,79.0,1,1,49
146,杭州,线下,Unkown,Unkown,Weekday,牛仔裤,1,39.0,1,1,69
280,深圳,线下,Female,25-29,Weekend,袜子,1,19.0,1,1,9
496,上海,线下,Female,25-29,Weekend,毛衣,1,194.0,1,1,99
148,深圳,线下,Female,20-24,Weekend,短裤,1,39.0,1,1,19
248,杭州,线下,Female,40-44,Weekday,当季新品,3,587.0,3,3,59
19,南京,线下,Male,25-29,Weekday,T恤,1,198.0,1,2,49
575,杭州,线下,Female,35-39,Weekday,T恤,1,396.0,1,4,49
399,广州,线下,Female,35-39,Weekday,牛仔裤,1,39.0,1,1,69
442,西安,线下,Male,20-24,Weekend,运动,2,647.0,2,3,49
20,深圳,线下,Female,45-49,Weekend,T恤,1,99.0,1,1,49
336,西安,线下,Female,30-34,Weekday,T恤,1,39.0,1,1,49
616,成都,线下,Female,35-39,Weekend,运动,1,38.0,1,1,49
802,西安,线下,Male,35-39,Weekend,T恤,1,79.0,1,1,49
248,杭州,线下,Female,30-34,Weekday,T恤,5,594.0,5,6,49
68,重庆,线上,Female,40-44,Weekend,T恤,1,59.0,1,1,49
142,上海,线下,Male,>=60,Weekday,T恤,4,196.0,4,4,49
315,武汉,线下,Female,40-44,Weekday,短裤,1,33.0,1,1,19
323,武汉,线下,Male,25-29,Weekday,袜子,1,27.0,1,1,9
430,成都,线下,Male,30-34,Weekday,T恤,2,297.0,3,3,49
430,成都,线下,Male,30-34,Weekday,T恤,1,99.0,1,1,49
758,杭州,线下,Male,25-29,Weekday,T恤,1,79.0,1,1,49
168,武汉,线下,Female,40-44,Weekend,T恤,1,57.0,1,1,49
360,成都,线下,Male,30-34,Weekend,牛仔裤,1,59.0,1,1,69
98,成都,线下,Male,30-34,Weekend,当季新品,1,78.0,1,1,59
605,成都,线下,Female,40-44,Weekday,袜子,2,138.0,2,2,9
142,上海,线下,Female,50-54,Weekday,T恤,3,693.0,4,7,49
142,上海,线下,Female,35-39,Weekend,T恤,3,237.0,3,3,49
32,武汉,线上,Male,20-24,Weekend,当季新品,2,115.0,2,2,59
575,杭州,线下,Male,<20,Weekend,T恤,1,99.0,1,1,49
248,杭州,线下,Female,30-34,Weekday,T恤,1,39.0,1,1,49
208,重庆,线下,Male,25-29,Weekend,T恤,1,99.0,1,1,49
148,深圳,线下,Female,20-24,Weekday,裙子,3,547.0,3,3,59
91,武汉,线上,Male,30-34,Weekday,运动,2,78.0,2,2,49
245,杭州,线下,Female,40-44,Weekday,T恤,1,77.0,1,1,49
496,上海,线下,Male,>=60,Weekday,T恤,3,314.4,3,4,49
315,武汉,线下,Male,20-24,Weekend,短裤,3,132.0,3,4,19
229,深圳,线下,Female,55-59,Weekday,T恤,1,79.0,1,1,49
429,西安,线下,Male,20-24,Weekend,T恤,2,198.0,2,2,49
325,上海,线下,Female,20-24,Weekend,T恤,2,78.0,2,2,49
649,杭州,线下,Male,<20,Weekend,T恤,1,59.0,1,1,49
449,武汉,线下,Female,20-24,Weekday,T恤,1,79.0,1,1,49
207,上海,线上,Female,<20,Weekday,配件,1,79.0,1,1,29
142,上海,线下,Male,40-44,Weekday,当季新品,1,79.0,1,1,59
323,武汉,线下,Female,45-49,Weekend,T恤,1,79.0,1,1,49
91,武汉,线上,Male,40-44,Weekday,T恤,1,99.0,1,1,49
248,杭州,线下,Male,>=60,Weekday,T恤,1,79.0,1,1,49
255,杭州,线下,Male,>=60,Weekday,短裤,1,39.0,1,1,19
520,杭州,线下,Male,25-29,Weekday,T恤,3,274.0,3,3,49
229,深圳,线下,Female,20-24,Weekday,T恤,1,79.0,1,1,49
280,深圳,线下,Female,45-49,Weekday,当季新品,1,79.0,1,1,59
831,杭州,线下,Male,30-34,Weekday,T恤,1,39.0,1,1,49
21,北京,线下,Male,30-34,Weekend,当季新品,1,79.0,1,1,59
142,上海,线下,Male,25-29,Weekday,袜子,1,59.0,1,3,9
649,杭州,线下,Male,30-34,Weekend,短裤,2,119.0,2,3,19
611,深圳,线下,Female,25-29,Weekday,T恤,2,158.0,2,2,49
229,深圳,线下,Female,20-24,Weekday,T恤,5,857.34,5,5,49
98,成都,线下,Male,25-29,Weekend,T恤,1,99.0,1,1,49
28,武汉,线上,Female,35-39,Weekend,配件,1,59.0,1,1,29
70,深圳,线下,Female,40-44,Weekday,袜子,1,39.0,1,1,9
70,深圳,线下,Female,30-34,Weekday,T恤,1,59.0,1,1,49
315,武汉,线下,Female,30-34,Weekday,T恤,9,467.5,9,10,49
737,深圳,线下,Female,30-34,Weekday,运动,3,117.0,3,3,49
758,杭州,线下,Male,>=60,Weekday,T恤,1,99.0,1,1,49
611,深圳,线下,Female,30-34,Weekend,T恤,1,149.0,1,1,49
21,北京,线下,Male,20-24,Weekend,当季新品,1,59.0,1,1,59
142,上海,线下,Male,35-39,Weekday,T恤,1,79.0,1,1,49
449,武汉,线下,Male,35-39,Weekend,牛仔裤,1,149.0,1,1,69
449,武汉,线下,Male,20-24,Weekday,短裤,2,73.0,2,2,19
480,重庆,线下,Male,35-39,Weekend,当季新品,1,292.0,1,2,59
519,杭州,线下,Female,40-44,Weekend,T恤,1,79.0,1,1,49
312,杭州,线下,Male,30-34,Weekend,配件,1,99.0,1,1,29
375,广州,线上,Female,25-29,Weekday,袜子,2,158.0,2,2,9
248,杭州,线下,Female,40-44,Weekend,袜子,1,19.0,1,1,9
796,深圳,线下,Female,40-44,Weekday,短裤,1,33.0,1,1,19
148,深圳,线下,Male,>=60,Weekday,当季新品,1,79.0,1,1,59
323,武汉,线下,Male,35-39,Weekend,T恤,1,59.0,1,1,49
280,深圳,线下,Female,20-24,Weekday,牛仔裤,3,547.0,3,3,69
248,杭州,线下,Male,20-24,Weekday,袜子,1,79.0,1,1,9
91,武汉,线上,Female,35-39,Weekend,T恤,1,99.0,1,1,49
135,上海,线下,Female,20-24,Weekday,短裤,1,40.0,1,1,19
135,上海,线下,Male,25-29,Weekday,T恤,1,99.0,1,1,49
207,上海,线上,Male,35-39,Weekday,短裤,1,33.0,1,1,19
70,深圳,线下,Female,30-34,Weekday,T恤,1,99.0,1,1,49
315,武汉,线下,Female,35-39,Weekday,短裤,3,217.0,3,3,19
420,广州,线上,Male,30-34,Weekend,当季新品,1,59.0,1,1,59
168,武汉,线下,Male,50-54,Weekday,当季新品,1,114.0,1,2,59
256,武汉,线下,Female,35-39,Weekday,T恤,1,150.72,1,2,49
335,上海,线下,Male,25-29,Weekend,配件,1,196.0,1,1,29
231,广州,线下,Male,55-59,Weekend,袜子,1,49.0,2,2,9
325,上海,线下,Female,25-29,Weekday,T恤,1,77.0,1,1,49
52,武汉,线上,Female,30-34,Weekday,T恤,1,79.0,1,1,49
315,武汉,线下,Female,55-59,Weekday,运动,1,99.0,1,1,49
245,杭州,线下,Female,25-29,Weekend,裙子,1,149.0,1,1,59
70,深圳,线下,Female,50-54,Weekday,配件,1,118.0,1,2,29
255,杭州,线下,Female,25-29,Weekend,T恤,6,594.0,6,6,49
442,西安,线下,Female,50-54,Weekend,短裤,1,40.0,1,1,19
480,重庆,线下,Male,>=60,Weekend,当季新品,1,78.0,1,1,59
737,深圳,线下,Female,55-59,Weekday,T恤,2,396.0,2,4,49
335,上海,线下,Female,50-54,Weekday,毛衣,3,597.0,3,3,99
369,广州,线下,Female,30-34,Weekday,袜子,1,39.0,1,1,9
248,杭州,线下,Male,30-34,Weekend,短裤,1,40.0,1,1,19
375,广州,线上,Female,<20,Weekday,T恤,1,59.0,1,1,49
325,上海,线下,Male,35-39,Weekend,T恤,2,138.0,2,2,49
648,西安,线下,Male,25-29,Weekday,T恤,1,79.0,1,1,49
28,武汉,线上,Male,40-44,Weekday,当季新品,3,192.0,3,3,59
323,武汉,线下,Female,20-24,Weekend,毛衣,1,149.0,1,1,99
142,上海,线下,Female,35-39,Weekday,T恤,1,59.0,1,1,49
207,上海,线上,Female,30-34,Weekday,袜子,2,237.0,2,3,9
46,武汉,线下,Female,>=60,Weekday,牛仔裤,1,149.0,1,1,69
429,西安,线下,Female,20-24,Weekend,T恤,2,78.0,2,2,49
360,成都,线下,Male,25-29,Weekday,T恤,1,79.0,1,1,49
312,杭州,线下,Female,25-29,Weekday,裙子,3,547.0,3,3,59
335,上海,线下,Male,25-29,Weekend,配件,1,129.0,1,1,29
442,西安,线下,Male,>=60,Weekday,袜子,1,79.0,1,1,9
46,武汉,线下,Unkown,Unkown,Weekend,配件,1,59.0,1,1,29
437,重庆,线下,Female,35-39,Weekday,T恤,6,474.0,6,6,49
738,深圳,线下,Male,45-49,Weekday,T恤,1,99.0,1,1,49
336,西安,线下,Female,35-39,Weekday,当季新品,2,298.0,2,2,59
21,北京,线下,Female,20-24,Weekend,T恤,2,237.0,2,3,49
137,西安,线上,Male,30-34,Weekday,T恤,1,79.0,1,1,49
360,成都,线下,Female,35-39,Weekday,T恤,3,297.0,3,3,49
479,深圳,线下,Female,30-34,Weekend,T恤,4,316.0,4,4,49
182,广州,线上,Female,35-39,Weekday,配件,1,99.0,1,1,29
658,深圳,线下,Female,35-39,Weekend,T恤,1,79.0,1,1,49
519,杭州,线下,Female,35-39,Weekend,T恤,1,99.0,1,1,49
135,上海,线下,Female,55-59,Weekday,牛仔裤,1,58.0,2,2,69
46,武汉,线下,Female,45-49,Weekend,T恤,1,79.0,1,1,49
658,深圳,线下,Female,25-29,Weekday,配件,11,3588.0,12,12,29
520,杭州,线下,Female,55-59,Weekday,当季新品,1,199.0,1,1,59
802,西安,线下,Male,20-24,Weekday,T恤,1,99.0,1,1,49
91,武汉,线上,Female,30-34,Weekend,牛仔裤,5,994.0,5,6,69
52,武汉,线上,Male,>=60,Weekend,T恤,1,59.0,1,1,49
142,上海,线下,Female,25-29,Weekday,配件,1,149.0,1,1,29
449,武汉,线下,Female,40-44,Weekend,当季新品,1,129.0,1,1,59
336,西安,线下,Female,45-49,Weekend,T恤,1,0.0,1,1,49
207,上海,线上,Female,25-29,Weekday,T恤,5,251.28,5,5,49
420,广州,线上,Female,25-29,Weekday,T恤,1,99.0,1,1,49
280,深圳,线下,Female,30-34,Weekend,T恤,1,79.0,1,1,49
360,成都,线下,Male,25-29,Weekend,当季新品,1,56.0,1,1,59
520,杭州,线下,Male,50-54,Weekday,短裤,1,40.0,1,1,19
148,深圳,线下,Female,25-29,Weekday,当季新品,4,396.0,4,4,59
480,重庆,线下,Male,40-44,Weekday,当季新品,1,36.0,1,1,59
70,深圳,线下,Male,30-34,Weekend,袜子,1,76.0,2,4,9
369,广州,线下,Female,35-39,Weekday,当季新品,1,49.0,1,1,59
399,广州,线下,Male,40-44,Weekday,T恤,1,79.0,1,1,49
520,杭州,线下,Female,50-54,Weekday,T恤,1,79.0,1,1,49
648,西安,线下,Male,>=60,Weekday,短裤,1,139.0,1,4,19
737,深圳,线下,Female,50-54,Weekday,当季新品,2,165.0,2,3,59
137,西安,线上,Male,40-44,Weekend,T恤,1,99.0,1,1,49
207,上海,线上,Female,25-29,Weekend,短裤,1,39.0,1,1,19
182,广州,线上,Male,>=60,Weekend,短裤,1,33.0,1,1,19
146,杭州,线下,Female,40-44,Weekday,T恤,1,158.0,1,2,49
658,深圳,线下,Female,20-24,Weekend,袜子,1,39.0,1,1,9
98,成都,线下,Male,>=60,Weekday,当季新品,2,398.0,2,2,59
605,成都,线下,Male,30-34,Weekday,牛仔裤,2,293.08,2,2,69
68,重庆,线上,Female,45-49,Weekday,T恤,1,99.0,1,1,49
420,广州,线上,Female,25-29,Weekend,毛衣,1,199.0,1,1,99
658,深圳,线下,Male,40-44,Weekend,牛仔裤,1,59.0,1,1,69
231,广州,线下,Male,25-29,Weekday,T恤,3,277.0,3,3,49
255,杭州,线下,Female,20-24,Weekday,当季新品,2,298.0,2,2,59
229,深圳,线下,Female,50-54,Weekday,T恤,1,99.0,1,1,49
520,杭州,线下,Male,30-34,Weekday,裙子,1,99.0,1,1,59
255,杭州,线下,Female,40-44,Weekend,短裤,1,40.0,1,1,19
280,深圳,线下,Male,25-29,Weekday,短裤,3,198.0,3,5,19
759,重庆,线下,Female,35-39,Weekday,T恤,1,99.0,1,1,49
605,成都,线下,Female,>=60,Weekday,裙子,1,99.0,1,1,59
335,上海,线下,Male,20-24,Weekend,当季新品,1,79.0,1,1,59
248,杭州,线下,Male,>=60,Weekday,T恤,1,79.0,1,1,49
207,上海,线上,Male,35-39,Weekday,当季新品,1,158.0,1,2,59
737,深圳,线下,Male,20-24,Weekday,短裤,1,31.89,1,1,19
91,武汉,线上,Female,20-24,Weekend,T恤,1,99.0,1,1,49
315,武汉,线下,Female,30-34,Weekend,T恤,1,158.0,1,2,49
420,广州,线上,Female,25-29,Weekend,运动,1,39.0,1,1,49
52,武汉,线上,Male,30-34,Weekend,T恤,1,79.0,1,1,49
658,深圳,线下,Male,25-29,Weekend,运动,2,72.0,2,2,49
135,上海,线下,Female,25-29,Weekday,短裤,1,66.0,1,2,19
375,广州,线上,Male,20-24,Weekend,牛仔裤,1,59.0,1,1,69
375,广州,线上,Male,>=60,Weekend,牛仔裤,1,59.0,1,1,69
229,深圳,线下,Male,45-49,Weekend,T恤,1,96.0,1,1,49
649,杭州,线下,Male,30-34,Weekend,T恤,1,99.0,1,1,49
369,广州,线下,Male,25-29,Weekend,T恤,1,79.0,1,1,49
248,杭州,线下,Female,30-34,Weekday,短裤,4,224.0,4,6,19
758,杭州,线下,Male,40-44,Weekend,牛仔裤,1,199.0,1,1,69
142,上海,线下,Male,30-34,Weekday,短裤,1,40.0,1,1,19
255,杭州,线下,Female,35-39,Weekday,配件,2,348.0,2,2,29
46,武汉,线下,Male,>=60,Weekend,配件,1,99.0,1,1,29
208,重庆,线下,Female,30-34,Weekend,T恤,4,215.0,4,5,49
52,武汉,线上,Female,25-29,Weekday,T恤,2,198.0,2,2,49
28,武汉,线上,Female,25-29,Weekday,短裤,2,72.0,2,2,19
325,上海,线下,Male,35-39,Weekday,袜子,1,38.0,1,2,9
52,武汉,线上,Female,20-24,Weekday,T恤,2,198.0,2,2,49
325,上海,线下,Female,45-49,Weekend,当季新品,1,55.0,1,1,59
19,南京,线下,Female,25-29,Weekend,T恤,1,99.0,1,1,49
399,广州,线下,Male,25-29,Weekday,袜子,4,118.0,4,5,9
142,上海,线下,Female,40-44,Weekday,T恤,1,149.0,1,1,49
229,深圳,线下,Female,30-34,Weekday,T恤,1,99.0,1,1,49
20,深圳,线下,Male,35-39,Weekday,T恤,1,99.0,1,1,49
796,深圳,线下,Female,30-34,Weekend,短裤,1,33.0,1,1,19
312,杭州,线下,Male,30-34,Weekend,毛衣,1,199.0,1,1,99
648,西安,线下,Female,40-44,Weekday,T恤,1,79.0,1,1,49
255,杭州,线下,Female,30-34,Weekend,T恤,3,297.0,3,3,49
738,深圳,线下,Female,30-34,Weekend,T恤,2,198.0,2,2,49
50,武汉,线上,Female,50-54,Weekday,牛仔裤,2,177.0,2,3,69
335,上海,线下,Female,30-34,Weekday,短裤,1,33.0,1,1,19
135,上海,线下,Male,>=60,Weekend,T恤,1,99.0,1,1,49
442,西安,线下,Male,25-29,Weekday,T恤,1,59.0,1,1,49
91,武汉,线上,Female,35-39,Weekend,T恤,2,156.0,2,4,49
142,上海,线下,Male,30-34,Weekday,牛仔裤,1,99.0,1,1,69
91,武汉,线上,Male,20-24,Weekday,T恤,1,99.0,1,1,49
496,上海,线下,Female,25-29,Weekend,T恤,1,79.0,1,1,49
98,成都,线下,Male,35-39,Weekday,T恤,1,59.0,1,1,49
46,武汉,线下,Female,20-24,Weekday,运动,1,149.0,1,1,49
315,武汉,线下,Female,40-44,Weekday,当季新品,1,78.21,1,1,59
420,广州,线上,Male,40-44,Weekday,T恤,1,79.0,1,1,49
142,上海,线下,Female,35-39,Weekday,毛衣,1,247.0,1,1,99
207,上海,线上,Male,45-49,Weekend,毛衣,1,249.0,1,1,99
796,深圳,线下,Male,35-39,Weekday,运动,1,33.0,1,1,49
575,杭州,线下,Female,20-24,Weekday,T恤,1,99.0,1,1,49
758,杭州,线下,Female,25-29,Weekday,T恤,1,59.0,1,1,49
575,杭州,线下,Female,20-24,Weekday,袜子,1,39.0,1,2,9
496,上海,线下,Male,<20,Weekday,牛仔裤,1,149.0,1,1,69
20,深圳,线下,Female,20-24,Weekday,T恤,1,99.0,1,1,49
649,杭州,线下,Female,45-49,Weekday,T恤,1,59.0,1,1,49
46,武汉,线下,Female,35-39,Weekday,T恤,2,118.0,2,2,49
420,广州,线上,Male,40-44,Weekend,运动,1,33.0,1,1,49
616,成都,线下,Female,25-29,Weekday,牛仔裤,1,37.72,1,1,69
208,重庆,线下,Male,40-44,Weekend,当季新品,1,54.0,1,1,59
280,深圳,线下,Male,>=60,Weekday,裙子,1,149.0,1,1,59
831,杭州,线下,Female,<20,Weekday,T恤,2,134.4,2,2,49
399,广州,线下,Female,25-29,Weekday,当季新品,1,57.0,1,1,59
20,深圳,线下,Male,45-49,Weekend,配件,2,297.0,2,3,29
420,广州,线上,Male,20-24,Weekend,短裤,2,80.0,2,2,19
248,杭州,线下,Female,35-39,Weekday,袜子,4,120.0,4,5,9
21,北京,线下,Male,25-29,Weekend,袜子,2,106.0,2,4,9
70,深圳,线下,Female,50-54,Weekday,袜子,1,27.0,1,1,9
796,深圳,线下,Female,35-39,Weekend,牛仔裤,1,39.0,1,1,69
449,武汉,线下,Male,45-49,Weekend,T恤,1,158.0,1,2,49
207,上海,线上,Female,20-24,Weekend,T恤,1,79.0,1,1,49
255,杭州,线下,Male,45-49,Weekend,运动,1,39.0,1,1,49
375,广州,线上,Female,35-39,Weekday,牛仔裤,1,59.0,1,1,69
360,成都,线下,Male,30-34,Weekday,T恤,1,198.0,1,2,49
168,武汉,线下,Female,50-54,Weekday,毛衣,1,398.0,1,2,99
737,深圳,线下,Male,35-39,Weekend,当季新品,1,55.0,1,1,59
248,杭州,线下,Male,25-29,Weekday,T恤,1,99.0,1,1,49
360,成都,线下,Female,25-29,Weekday,T恤,3,316.0,3,4,49
449,武汉,线下,Female,35-39,Weekday,当季新品,1,97.0,1,1,59
20,深圳,线下,Female,45-49,Weekday,短裤,2,80.0,2,2,19
21,北京,线下,Female,25-29,Weekend,袜子,2,71.0,2,3,9
207,上海,线上,Male,25-29,Weekend,T恤,4,354.0,4,4,49
142,上海,线下,Female,30-34,Weekend,运动,1,39.0,1,1,49
658,深圳,线下,Female,25-29,Weekend,T恤,2,198.0,2,2,49
369,广州,线下,Male,40-44,Weekday,当季新品,1,398.0,1,2,59
70,深圳,线下,Male,25-29,Weekend,T恤,3,237.0,3,3,49
831,杭州,线下,Female,>=60,Weekend,T恤,1,39.0,1,1,49
137,西安,线上,Male,30-34,Weekday,运动,1,79.0,1,1,49
98,成都,线下,Female,35-39,Weekend,T恤,1,79.0,1,1,49
208,重庆,线下,Male,20-24,Weekday,裙子,2,348.0,2,2,59
738,深圳,线下,Male,>=60,Weekend,袜子,2,158.0,2,2,9
315,武汉,线下,Female,>=60,Weekday,T恤,1,79.0,1,1,49
91,武汉,线上,Female,25-29,Weekend,T恤,10,828.0,10,10,49
759,重庆,线下,Male,30-34,Weekend,短裤,1,33.0,1,1,19
429,西安,线下,Male,20-24,Weekday,牛仔裤,4,275.0,4,5,69
375,广州,线上,Female,30-34,Weekend,T恤,1,79.0,1,1,49
420,广州,线上,Female,25-29,Weekend,T恤,1,79.0,1,1,49
20,深圳,线下,Male,30-34,Weekend,配件,1,149.0,1,1,29
231,广州,线下,Female,20-24,Weekday,T恤,1,0.0,1,1,49
369,广州,线下,Male,>=60,Weekday,裙子,1,149.0,1,1,59
245,杭州,线下,Female,30-34,Weekday,牛仔裤,1,39.0,1,1,69
52,武汉,线上,Female,45-49,Weekday,袜子,1,79.0,1,1,9
315,武汉,线下,Female,40-44,Weekday,运动,1,33.0,1,1,49
248,杭州,线下,Male,20-24,Weekday,T恤,1,79.0,1,1,49
245,杭州,线下,Male,35-39,Weekend,T恤,2,198.0,2,2,49
738,深圳,线下,Female,35-39,Weekday,配件,1,59.0,1,1,29
479,深圳,线下,Male,30-34,Weekday,T恤,1,99.0,1,1,49
442,西安,线下,Male,50-54,Weekend,当季新品,1,167.0,3,3,59
669,重庆,线下,Female,25-29,Weekend,毛衣,2,398.0,2,2,99
32,武汉,线上,Female,20-24,Weekend,T恤,2,237.0,2,3,49
231,广州,线下,Female,35-39,Weekday,裙子,1,59.0,1,1,59
496,上海,线下,Male,30-34,Weekday,T恤,1,99.0,1,1,49
168,武汉,线下,Female,25-29,Weekday,T恤,1,198.0,1,2,49
229,深圳,线下,Female,40-44,Weekday,T恤,1,79.0,1,1,49
323,武汉,线下,Male,25-29,Weekday,当季新品,1,55.0,1,1,59
255,杭州,线下,Male,30-34,Weekend,当季新品,5,661.0,5,5,59
759,重庆,线下,Female,20-24,Weekend,配件,1,79.0,1,1,29
437,重庆,线下,Female,20-24,Weekday,牛仔裤,1,59.0,1,1,69
649,杭州,线下,Female,25-29,Weekday,T恤,2,118.0,2,2,49
658,深圳,线下,Female,30-34,Weekend,当季新品,5,594.0,5,6,59
335,上海,线下,Female,50-54,Weekday,袜子,1,20.0,1,1,9
207,上海,线上,Female,30-34,Weekday,T恤,6,752.0,6,8,49
323,武汉,线下,Male,20-24,Weekend,T恤,1,99.0,1,1,49
208,重庆,线下,Male,30-34,Weekday,毛衣,1,99.0,1,1,99
245,杭州,线下,Male,20-24,Weekend,T恤,1,79.0,1,1,49
375,广州,线上,Female,35-39,Weekend,T恤,1,76.0,1,1,49
256,武汉,线下,Female,40-44,Weekday,袜子,1,39.0,1,2,9
207,上海,线上,Male,>=60,Weekend,当季新品,2,398.0,2,2,59
802,西安,线下,Male,>=60,Weekday,T恤,1,59.0,1,1,49
375,广州,线上,Male,35-39,Weekday,T恤,1,79.0,1,1,49
575,杭州,线下,Female,30-34,Weekend,运动,1,39.0,1,1,49
182,广州,线上,Male,20-24,Weekday,配件,6,590.0,6,6,29
20,深圳,线下,Female,35-39,Weekday,T恤,5,492.0,5,5,49
605,成都,线下,Male,45-49,Weekday,T恤,1,79.0,1,1,49
648,西安,线下,Female,35-39,Weekend,T恤,1,99.0,1,1,49
737,深圳,线下,Male,>=60,Weekday,裙子,1,79.0,1,1,59
420,广州,线上,Male,>=60,Weekend,短裤,1,40.0,1,1,19
520,杭州,线下,Female,20-24,Weekend,T恤,1,79.0,1,1,49
208,重庆,线下,Female,25-29,Weekend,T恤,1,99.0,1,1,49
420,广州,线上,Female,35-39,Weekend,T恤,1,99.0,1,1,49
520,杭州,线下,Female,35-39,Weekend,T恤,2,118.0,2,2,49
280,深圳,线下,Female,20-24,Weekend,T恤,4,446.0,4,4,49
360,成都,线下,Female,35-39,Weekday,T恤,10,544.0,10,12,49
375,广州,线上,Female,40-44,Weekday,T恤,2,78.0,2,2,49
605,成都,线下,Unkown,Unkown,Weekday,T恤,1,79.0,1,1,49
575,杭州,线下,Male,>=60,Weekend,T恤,1,99.0,1,1,49
399,广州,线下,Female,25-29,Weekend,T恤,1,57.0,1,1,49
50,武汉,线上,Female,35-39,Weekday,袜子,4,276.0,4,4,9
28,武汉,线上,Female,35-39,Weekday,T恤,1,99.0,1,1,49
480,重庆,线下,Female,55-59,Weekday,当季新品,1,51.16,1,1,59
430,成都,线下,Female,35-39,Weekend,当季新品,2,114.0,2,2,59
420,广州,线上,Female,30-34,Weekday,牛仔裤,2,118.0,2,2,69
